neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
4,118,2,85,3,0,250
4,5,1,150,1,7,25
4,5,2,80,2,26,364
2,191,2,52,3,5,281
3,210,1,250,3,2,265
3,210,1,200,2,0,6
2,191,2,45,1,6,32
3,192,2,149,4,22,65
2,176,1,119,1,12,140
3,207,2,70,1,11,97
3,202,1,128,1,11,30
4,78,2,63,1,22,347
2,109,1,49,5,21,34
3,65,1,250,4,0,4
2,14,1,200,2,4,344
2,92,1,190,2,5,5
2,92,2,100,1,5,163
3,36,1,91,5,2,1
2,215,1,78,4,2,14
2,191,2,37,3,10,6
3,202,2,147,1,25,10
2,14,1,139,1,10,7
1,148,2,51,1,10,271
2,191,1,175,4,12,142
2,50,1,190,1,1,2
3,113,1,200,3,3,13
4,78,2,49,1,19,48
3,113,2,150,2,2,45
4,78,2,99,1,4,365
3,93,1,157,3,1,169
3,179,1,162,2,18,247
3,96,2,180,3,0,365
3,95,2,60,2,8,80
3,207,1,115,2,16,81
2,14,1,190,1,3,269
2,160,1,200,5,4,1
2,14,1,92,1,9,21
2,8,2,53,1,22,83
2,215,1,265,2,4,89
2,215,2,75,3,4,101
3,192,2,169,2,33,340
2,29,1,119,3,12,50
4,5,1,83,2,1,16
3,203,2,95,6,11,219
3,116,2,85,5,26,160
2,176,2,39,3,18,1
3,65,2,119,2,3,2
3,65,2,90,3,1,5
3,120,2,90,4,1,90
3,36,2,89,1,13,164
2,183,1,199,2,31,220
3,131,2,87,1,8,365
4,78,2,48,4,14,171
3,210,1,144,1,0,110
2,109,2,60,3,20,62
3,96,2,166,1,0,343
4,218,2,45,1,4,3
3,202,1,140,2,4,354
4,218,3,35,1,11,53
2,53,2,31,1,14,210
2,32,2,130,3,7,48
3,96,2,207,1,3,82
2,29,2,70,5,6,99
2,77,2,175,2,4,43
3,202,2,100,2,0,89
3,95,2,75,3,14,20
2,52,2,60,3,0,179
2,14,3,27,1,4,89
2,29,1,100,2,16,55
2,14,1,227,1,17,362
4,55,2,60,1,3,129
3,120,1,85,5,4,282
4,124,2,60,1,0,90
3,96,1,180,2,2,2
2,14,1,195,2,2,1
2,215,1,200,1,14,336
2,52,1,245,2,1,326
4,164,2,55,1,0,106
1,1,2,36,2,2,81
1,66,2,75,2,1,365
4,164,1,268,3,1,173
4,69,1,99,4,5,5
2,21,2,50,1,2,365
2,29,1,225,3,7,359
3,113,3,39,2,2,326
2,14,2,150,2,5,37
2,92,1,230,2,6,272
2,81,1,180,2,15,4
3,128,1,250,2,33,7
3,96,2,180,4,10,365
3,62,2,180,2,3,327
2,29,2,100,2,1,89
4,167,2,100,2,0,3
3,35,1,250,2,14,28
3,207,2,65,3,5,33
4,105,2,250,2,14,1
4,4,1,250,2,10,166
3,96,2,150,1,30,66
2,217,1,150,2,4,4
3,202,2,78,3,0,322
2,109,2,60,2,12,220
2,205,2,100,3,2,96
4,106,2,165,1,0,360
3,96,2,159,1,1,189
3,95,2,70,1,4,260
2,14,2,59,6,12,54
3,120,2,110,2,29,117
3,65,1,250,3,33,80
4,100,2,89,1,5,317
2,191,1,172,1,34,133
3,74,1,225,3,3,68
2,14,3,36,1,16,365
4,12,2,100,1,0,351
3,95,2,100,1,1,363
3,210,1,175,2,2,79
3,95,1,125,2,19,37
2,14,3,35,1,12,86
2,14,1,85,3,34,42
2,52,1,150,3,6,313
2,53,1,195,4,7,136
2,75,1,89,1,22,35
3,95,1,89,2,8,5
2,77,2,130,4,9,365
3,96,1,230,3,13,260
4,169,2,85,2,15,330
3,96,2,112,2,7,1
3,96,2,120,5,0,8
3,179,2,95,1,17,74
2,42,1,125,2,30,243
3,120,1,120,2,10,87
1,156,3,28,1,17,319
3,62,2,60,4,0,51
3,35,1,150,3,2,1
3,62,1,220,3,21,24
3,104,2,125,2,1,335
3,35,2,199,1,0,355
3,96,1,249,5,2,364
2,14,2,50,1,4,349
3,207,2,45,1,4,90
1,193,2,60,1,5,179
3,95,1,120,3,20,55
3,62,2,50,3,5,188
3,207,2,59,2,15,98
4,5,2,47,5,7,236
2,64,2,25,1,25,211
3,203,1,85,3,29,309
3,96,1,163,1,3,155
3,95,2,135,5,1,320
4,80,2,55,1,13,281
3,95,2,52,4,7,54
4,190,1,145,2,7,14
4,164,2,60,3,1,89
2,24,2,45,1,5,351
4,55,2,79,2,0,8
2,86,2,49,1,9,98
4,60,2,40,1,0,318
5,208,2,55,2,30,61
4,165,2,50,2,5,344
3,93,1,195,2,12,90
3,128,1,116,2,28,99
2,129,1,149,2,22,83
2,215,1,149,2,28,2
2,21,1,103,6,0,18
3,95,2,90,4,20,283
3,95,2,100,5,1,260
3,65,2,80,2,31,28
3,138,1,175,2,31,33
3,62,1,98,1,0,25
2,18,2,79,2,2,365
3,120,2,61,5,8,50
3,120,2,99,4,15,191
2,75,1,85,6,14,339
3,95,1,275,4,5,284
3,95,2,46,1,1,179
2,191,2,59,1,17,109
5,162,3,13,1,9,8
1,153,2,75,3,0,81
2,8,1,100,1,8,329
2,215,2,110,2,4,66
3,95,2,80,1,27,302
3,35,1,250,3,0,10
3,192,2,100,1,0,293
3,96,1,180,3,1,17
3,95,1,250,2,1,70
3,35,3,85,2,22,365
4,114,1,125,2,26,21
3,95,3,80,1,29,357
3,128,2,90,1,0,221
2,14,1,90,1,14,55
3,95,1,150,5,17,36
4,55,1,99,2,2,139
2,92,2,70,5,1,78
3,95,3,95,1,2,89
2,14,1,65,1,1,98
1,97,2,70,2,2,348
3,203,1,150,2,11,212
4,4,2,95,1,0,364
4,106,2,72,1,10,175
2,159,1,250,3,27,266
2,215,2,100,6,8,249
2,75,1,95,1,2,362
4,12,2,32,2,7,302
2,29,2,75,1,8,281
4,167,2,80,1,0,72
3,96,2,200,2,13,224
2,215,1,140,2,30,135
3,95,2,60,1,1,157
4,105,1,200,5,1,38
4,5,2,81,1,3,179
3,207,2,50,1,8,53
2,152,2,69,3,0,65
3,203,1,143,3,0,10
4,69,2,38,1,6,36
2,92,2,125,3,6,325
2,215,2,76,1,9,310
4,124,2,55,2,9,180
2,81,1,125,4,7,16
2,29,2,60,1,0,5
2,152,1,200,3,27,336
2,14,2,90,1,5,256
2,14,1,196,5,4,3
2,176,1,225,2,1,364
5,162,2,79,2,21,355
3,93,1,250,4,6,364
1,174,2,62,1,14,229
3,38,1,150,1,0,90
3,120,1,120,2,2,67
2,14,2,100,2,0,31
3,65,1,220,4,1,14
2,14,2,35,1,5,59
1,153,2,47,1,4,167
2,217,1,55,1,5,232
4,105,1,144,2,13,288
2,64,2,80,2,8,41
2,14,3,37,2,10,362
2,215,2,58,2,11,88
3,179,1,160,4,4,21
2,215,2,49,1,6,343
2,29,2,50,2,0,77
2,14,1,40,2,8,10
2,191,1,95,3,13,11
2,75,1,160,3,0,125
3,65,1,122,6,22,15
4,190,1,260,1,15,267
3,35,2,150,3,1,364
2,14,2,60,2,24,360
2,61,2,70,3,3,365
3,128,2,224,3,0,3
2,215,1,200,2,8,5
4,106,2,44,5,8,314
4,30,2,45,3,0,365
3,179,2,150,4,0,42
4,106,1,165,3,24,51
2,163,1,145,1,11,333
2,14,1,180,5,7,35
2,29,2,90,2,14,87
3,35,2,100,1,22,319
4,167,2,45,3,3,179
2,14,3,36,1,9,365
3,95,2,85,1,9,364
3,179,1,107,3,0,6
1,135,2,41,5,21,334
2,29,2,70,2,1,179
3,65,1,175,3,7,110
3,96,2,150,2,31,124
4,5,2,69,4,22,311
3,36,1,165,5,22,316
2,215,1,200,3,0,111
2,163,1,130,2,0,79
2,92,1,155,4,31,24
4,5,2,80,1,7,85
2,29,2,41,4,4,189
4,4,1,150,2,2,309
2,29,2,79,1,13,315
2,53,3,25,1,25,2
4,169,1,200,1,4,124
2,46,1,130,3,15,356
4,78,2,40,2,1,153
3,210,2,89,1,1,365
3,36,1,170,3,22,128
1,43,2,75,2,32,363
2,14,2,58,1,11,345
2,14,2,60,3,0,9
2,14,1,200,2,1,21
3,203,2,88,1,4,7
2,29,2,58,2,13,3
4,190,2,65,2,22,131
4,190,1,179,1,1,321
4,69,2,80,2,8,125
3,116,2,115,5,3,67
3,207,1,70,6,19,188
2,52,3,149,1,0,363
2,160,2,70,3,0,50
4,118,1,225,3,1,314
4,184,1,175,1,17,160
2,61,2,50,2,32,358
2,215,2,75,1,24,201
3,38,2,120,5,5,25
3,65,1,100,2,14,5
3,120,1,250,2,5,4
3,38,1,200,3,3,19
3,202,2,155,1,13,312
4,221,1,125,3,14,42
2,159,1,150,3,28,168
3,128,1,220,3,36,331
3,95,3,20,1,0,2
5,149,2,65,1,1,179
3,36,1,250,5,14,5
2,215,2,85,1,31,279
2,75,2,65,1,4,109
3,35,1,234,2,0,19
3,203,2,179,1,4,270
2,81,3,25,2,8,32
2,82,2,90,2,1,79
3,65,1,200,2,0,314
3,202,1,275,3,11,36
3,210,1,240,1,1,75
2,14,2,72,3,0,365
3,96,1,275,1,5,124
2,215,1,265,3,26,70
2,176,1,120,2,3,103
3,65,1,250,3,24,16
2,31,2,55,1,7,126
2,191,2,49,1,8,164
4,5,2,65,1,4,88
2,52,1,88,3,29,46
4,118,2,79,1,15,350
3,65,2,140,4,0,8
1,40,2,90,2,0,349
2,29,1,135,1,0,331
4,51,2,75,1,26,115
4,5,2,85,1,14,6
2,92,2,115,1,19,345
3,202,2,120,1,1,358
4,190,3,30,3,2,350
2,81,2,125,2,1,87
2,14,1,130,2,9,301
2,52,1,120,2,0,311
3,203,1,120,1,19,65
4,78,2,95,2,2,267
4,69,2,85,2,3,89
2,32,1,199,2,17,31
3,128,1,90,6,6,31
4,190,2,65,1,4,341
3,95,2,70,2,17,27
1,134,2,50,6,0,179
3,35,1,269,1,2,238
2,52,1,200,5,14,96
2,24,1,210,3,0,161
3,203,2,100,1,0,293
2,64,1,195,2,5,347
2,52,2,46,2,0,136
2,29,1,148,1,0,349
4,167,2,69,2,22,16
2,215,1,260,2,34,330
3,120,1,150,3,8,163
4,106,1,115,2,32,265
3,95,2,97,2,13,23
3,210,1,179,3,5,164
3,138,2,120,1,16,9
2,52,2,46,3,12,19
3,113,1,199,5,18,248
2,215,1,139,2,0,134
3,95,2,62,1,1,72
2,215,1,150,4,12,5
3,95,2,85,2,29,78
3,113,2,150,1,1,157
3,95,2,77,1,15,351
4,190,1,160,2,1,310
4,16,2,65,3,10,89
4,190,2,60,2,2,40
4,161,1,99,1,6,15
3,95,2,54,3,0,19
3,96,2,134,2,1,316
3,96,2,105,1,2,89
3,95,2,80,2,18,55
4,167,1,135,5,36,325
2,21,2,80,3,1,179
4,55,2,87,3,3,343
2,14,1,94,4,3,9
2,14,2,100,2,6,365
1,79,2,34,3,7,126
3,104,2,80,1,0,79
4,118,2,139,1,0,359
3,207,2,70,3,10,39
4,167,1,150,1,14,2
3,93,1,250,4,4,43
3,62,2,140,2,1,21
2,14,2,170,5,3,167
2,81,2,120,4,4,291
2,29,1,275,2,0,360
1,25,1,79,2,36,10
2,29,2,58,1,18,179
3,202,1,200,3,0,29
3,120,1,250,4,26,102
4,69,2,30,1,15,135
3,203,1,150,4,5,157
2,92,1,170,2,12,3
2,14,2,85,1,8,364
3,104,2,75,3,1,89
1,79,2,40,2,15,220
2,160,2,40,3,0,11
2,176,2,60,1,4,341
2,29,2,100,2,0,89
2,81,1,240,2,15,66
3,95,2,85,1,21,343
2,14,2,47,3,32,258
3,74,1,231,2,13,331
1,112,2,65,2,0,365
3,202,1,175,2,0,38
2,58,1,250,2,8,29
2,82,2,55,1,34,281
4,105,2,80,2,5,57
3,62,2,125,1,1,87
3,131,1,194,5,29,102
2,215,2,124,1,5,111
3,202,2,145,5,2,365
3,38,1,150,2,8,58
3,210,1,200,4,17,35
3,65,2,149,1,14,264
3,198,1,184,4,22,12
2,14,2,70,3,33,365
3,170,2,43,2,1,50
2,29,1,100,1,4,35
3,192,1,249,1,3,127
3,95,2,35,1,0,89
3,62,2,250,1,0,365
4,167,2,80,1,16,220
3,62,1,110,2,0,25
3,65,3,70,1,4,55
2,52,1,190,1,12,9
3,96,1,199,1,0,36
4,55,1,83,5,13,365
2,92,1,95,1,22,22
2,52,1,120,2,14,298
3,74,1,229,2,7,337
4,78,2,36,1,0,89
1,204,1,150,1,29,24
3,128,3,63,1,18,56
2,215,2,40,4,5,61
4,13,1,80,2,0,87
4,151,1,110,4,6,140
3,65,2,90,6,2,23
3,65,1,150,5,1,249
4,107,1,250,1,13,359
2,14,1,60,1,7,17
2,14,2,81,2,13,164
3,207,1,100,5,15,30
3,202,1,182,2,28,64
2,215,1,180,2,1,10
3,95,2,79,3,19,365
3,207,2,115,6,2,90
2,29,2,44,2,30,322
2,215,2,130,2,10,159
3,210,1,214,1,8,296
2,160,2,35,2,1,364
2,14,1,150,2,18,86
2,92,2,249,3,2,60
4,124,1,200,4,24,157
2,215,2,70,3,12,142
3,203,2,100,1,14,24
2,18,2,85,5,29,58
2,64,1,200,2,30,76
2,8,2,63,2,5,12
2,160,1,200,5,9,166
2,14,2,55,2,7,360
2,160,2,45,3,7,43
4,5,1,85,1,1,27
2,215,2,125,1,2,89
4,165,1,40,2,30,44
2,90,2,40,1,1,335
3,74,1,188,2,6,329
2,81,2,75,3,9,7
3,95,1,100,5,10,177
3,35,1,180,5,1,83
2,52,1,225,4,1,342
3,207,2,82,1,5,311
4,190,1,85,4,3,12
3,62,2,80,2,29,3
1,193,1,125,3,1,365
2,52,2,75,3,0,89
3,87,1,199,2,3,19
2,29,2,61,2,1,307
3,207,2,95,2,32,170
2,215,2,100,3,25,76
2,29,2,100,1,5,88
3,62,2,77,2,20,52
2,14,1,183,3,24,115
3,95,2,80,1,23,323
1,219,2,68,1,6,87
3,207,2,45,3,1,5
2,29,2,59,2,36,218
3,95,2,70,2,8,156
4,5,2,55,1,23,100
3,207,3,42,1,14,363
3,128,1,179,1,9,189
4,80,2,65,1,17,188
3,95,2,80,1,12,357
2,29,2,65,3,13,302
2,92,1,145,3,23,13
2,215,1,245,3,1,257
3,207,2,55,1,22,91
2,42,1,176,5,12,236
2,32,1,115,2,9,32
4,5,2,85,2,13,13
2,14,2,75,1,14,89
2,29,1,89,1,8,305
2,160,1,225,2,32,56
2,29,2,59,3,29,63
2,29,2,72,1,4,180
2,81,2,135,6,0,26
2,29,2,75,1,22,70
3,65,1,160,4,19,343
2,215,2,51,6,5,358
2,8,2,54,1,8,339
2,52,2,50,2,0,29
4,105,2,89,4,2,175
4,78,1,200,1,12,139
4,5,2,59,2,30,132
2,52,2,100,1,0,83
2,42,1,125,2,0,37
2,14,2,250,2,0,365
2,159,1,150,4,0,28
2,61,2,46,3,13,341
3,96,2,199,1,1,362
2,183,2,75,3,14,347
3,128,2,179,1,4,337
2,183,1,163,5,12,192
5,47,2,32,4,30,342
2,29,2,56,2,32,158
2,14,2,84,2,5,364
4,60,2,65,2,0,176
3,95,1,250,5,2,6
2,77,2,129,4,5,365
2,21,2,70,2,0,365
2,92,2,149,3,32,74
4,111,1,105,4,21,352
2,52,2,46,1,8,333
2,29,2,45,2,5,9
2,215,1,130,3,1,2
2,29,2,85,3,3,281
1,67,2,75,3,19,166
3,65,1,175,2,7,38
3,207,2,79,3,0,18
2,215,1,220,2,6,16
2,64,2,117,3,4,85
2,53,2,42,3,28,355
3,210,2,225,1,17,365
3,96,1,215,2,28,6
4,218,2,45,2,8,50
3,131,2,80,1,28,8
2,31,2,60,1,3,86
4,126,1,140,3,35,190
2,64,1,150,2,6,171
1,112,1,189,1,8,354
3,36,2,87,4,9,89
4,60,1,128,1,4,80
4,84,2,50,1,20,38
3,96,2,115,1,22,33
3,95,2,60,1,30,67
2,14,1,250,5,7,215
2,14,2,200,2,2,334
4,12,2,80,1,0,289
4,118,1,120,2,36,48
4,5,1,86,1,6,1
2,61,2,89,1,1,365
3,128,2,100,1,0,321
4,5,3,40,1,17,313
3,128,2,100,1,0,274
2,14,2,40,2,4,350
3,95,1,150,2,11,38
2,14,2,59,4,1,15
2,14,2,51,3,36,32
2,14,2,60,5,11,56
3,65,2,125,1,3,318
3,207,2,99,2,20,24
2,61,2,200,1,2,178
2,129,1,88,2,0,89
3,95,1,99,2,12,6
3,62,1,120,2,0,34
3,95,1,89,5,1,7
4,106,1,80,1,7,304
3,95,2,80,1,18,179
1,133,1,60,2,20,208
2,215,2,110,3,3,269
3,74,1,234,2,12,340
2,82,1,98,5,1,23
2,215,1,101,4,0,27
4,106,2,59,1,21,348
4,106,2,40,1,14,335
3,128,1,198,2,22,8
4,16,2,100,1,1,342
3,207,2,82,2,11,364
3,36,1,150,1,23,14
3,203,2,250,3,11,17
3,95,1,180,2,20,89
2,42,1,135,5,6,317
3,189,2,165,3,9,90
3,202,2,119,3,32,239
2,52,1,130,2,10,96
2,31,1,119,5,0,220
3,202,1,211,3,4,63
4,5,2,50,1,3,318
3,113,3,53,2,2,297
3,35,1,250,3,18,51
3,203,2,228,1,3,341
3,74,1,235,2,5,333
3,96,1,125,3,9,191
2,64,1,120,2,11,62
2,14,1,85,3,3,43
2,215,1,179,5,22,336
2,81,1,175,3,35,289
2,92,1,160,2,14,45
4,105,1,100,4,4,157
3,138,1,200,6,2,341
2,64,2,55,2,0,179
3,202,1,175,3,1,3
2,191,1,120,3,0,320
3,207,1,50,2,16,51
2,14,2,107,2,1,90
3,203,1,199,1,6,62
3,198,2,225,1,1,66
2,191,2,70,1,2,361
2,14,3,30,1,32,83
2,14,1,200,3,4,14
3,93,1,265,3,6,29
2,215,1,260,1,1,88
2,42,1,175,4,5,40
5,181,1,275,4,24,127
2,14,1,150,2,3,34
2,29,2,65,3,5,6
3,95,2,45,4,0,7
4,80,2,45,5,18,80
3,35,2,135,2,2,336
3,95,2,160,3,10,359
3,62,2,90,4,10,24
2,159,1,70,2,0,84
3,62,1,191,3,36,28
2,86,2,75,1,1,82
1,49,2,70,3,3,178
2,92,1,120,3,6,43
3,65,1,155,5,12,2
2,52,2,90,1,3,179
2,75,3,30,3,5,189
2,14,3,36,1,15,365
2,31,1,69,1,31,282
2,191,2,51,1,21,130
2,61,2,75,1,10,365
2,52,2,70,3,6,41
3,95,1,200,1,3,365
4,85,1,114,3,9,3
3,128,1,150,2,13,69
5,56,2,65,1,9,35
2,215,1,195,6,6,14
3,203,1,234,1,27,51
4,5,1,200,1,0,2
3,145,1,199,2,3,36
3,7,1,158,2,20,2
3,207,2,55,2,2,86
2,61,2,95,1,6,350
2,29,1,99,1,5,57
4,114,1,75,1,31,361
3,207,2,64,1,16,249
3,146,1,250,2,0,2
3,202,2,89,5,16,80
2,14,2,55,2,27,346
2,14,2,63,1,3,306
3,93,1,250,3,22,244
3,95,2,75,2,1,22
3,62,2,90,2,2,168
3,65,2,169,3,0,14
3,95,1,115,3,18,255
2,215,2,57,2,3,29
5,41,2,40,2,4,37
2,29,2,50,3,2,97
4,126,2,70,2,6,156
5,188,2,80,1,4,29
1,49,1,159,1,0,89
3,74,1,160,2,3,8
2,42,1,175,2,0,6
3,93,1,225,5,10,91
3,62,2,140,1,0,180
4,5,2,45,1,6,342
3,65,2,83,2,2,15
2,81,2,159,2,1,327
3,203,1,225,3,3,330
4,5,2,65,2,27,59
2,152,1,125,5,2,9
4,55,2,50,6,11,358
2,75,2,95,1,12,179
3,131,2,125,1,27,80
3,207,1,150,5,9,286
2,75,1,85,3,12,97
2,152,1,245,3,3,35
2,77,1,200,1,28,265
2,64,1,110,3,9,36
2,14,2,46,3,1,81
2,29,2,150,3,1,26
4,5,2,95,1,0,177
2,52,1,137,3,5,266
2,152,1,175,6,2,67
2,75,1,150,4,27,29
2,14,2,34,5,34,7
2,215,1,105,5,8,8
2,160,2,70,1,0,189
2,61,3,45,2,0,88
2,14,2,81,1,3,175
2,75,2,50,3,2,27
2,14,2,140,1,0,364
2,14,1,140,3,18,134
2,20,2,250,1,1,365
3,35,2,90,3,2,53
3,95,1,130,2,35,41
4,85,2,50,2,18,63
3,202,1,250,2,11,358
2,21,2,40,1,36,63
3,203,2,100,1,1,1
2,14,3,79,2,2,90
3,120,2,150,1,16,20
2,29,2,48,1,18,189
3,74,1,228,2,9,317
3,104,2,57,4,0,4
3,203,2,150,2,27,63
2,29,1,120,4,1,15
2,191,2,43,1,11,146
2,14,2,30,1,13,268
3,65,2,140,2,35,28
5,47,2,30,4,26,359
3,113,1,125,4,1,181
1,137,2,30,2,14,176
2,75,2,50,4,2,27
4,126,2,70,2,20,224
2,29,1,80,1,0,213
2,32,1,129,3,1,21
3,95,2,69,2,2,365
2,29,2,70,1,3,319
3,96,2,150,1,7,88
2,52,1,85,3,2,19
4,151,2,60,1,0,364
4,12,2,99,1,3,322
2,14,2,40,1,4,365
4,5,1,120,3,0,32
4,55,2,52,1,5,188
3,36,2,85,1,12,339
4,5,2,60,2,6,333
4,60,2,90,1,7,73
2,64,1,100,5,0,180
3,207,2,99,2,16,283
3,128,1,185,2,3,43
2,215,2,95,3,24,5
3,120,1,185,3,1,1
2,8,2,40,6,3,62
2,215,2,65,2,3,89
3,96,1,269,4,6,277
2,29,2,40,5,1,250
4,218,2,66,1,0,365
4,106,2,50,1,36,359
2,215,2,91,1,13,85
4,118,2,79,1,8,360
3,128,1,250,1,9,89
2,215,2,115,1,2,89
2,14,2,72,1,12,358
1,39,2,60,4,30,179
3,128,1,180,4,11,1
3,128,1,276,2,0,206
3,104,2,100,1,0,365
2,61,2,89,2,0,365
2,75,2,50,2,2,77
3,210,1,200,4,2,66
3,74,1,230,2,6,297
3,95,2,120,1,7,89
5,47,3,29,1,0,2
2,215,2,80,3,1,84
2,82,1,130,4,4,324
2,81,1,150,3,4,15
1,103,2,70,2,1,342
3,128,1,185,4,15,7
3,146,1,176,2,0,324
2,31,1,225,2,11,305
2,14,2,29,3,5,18
2,14,1,95,4,20,14
2,75,2,91,3,33,90
2,14,1,130,5,7,4
3,35,1,181,1,0,4
2,183,2,78,3,24,28
2,64,1,100,2,4,96
2,29,2,50,3,0,86
2,29,2,69,4,5,98
2,14,2,52,4,1,325
4,78,2,55,5,0,132
4,69,2,49,2,21,311
2,215,2,86,2,28,365
2,29,2,70,1,22,331
2,42,2,200,3,2,365
2,77,2,30,2,13,292
3,95,2,60,2,1,71
3,65,1,250,4,0,141
3,35,1,129,1,19,5
2,92,1,150,6,1,154
1,97,2,80,1,1,2
2,52,1,50,4,8,220
2,29,2,79,1,20,285
2,58,2,90,1,0,189
2,52,1,119,2,27,154
3,192,2,180,2,1,31
2,29,1,159,1,12,259
2,29,2,106,1,2,5
2,14,2,95,2,3,11
3,128,2,252,2,3,324
2,215,2,70,1,34,132
3,146,1,200,2,7,252
2,53,2,60,1,1,89
3,35,1,229,3,2,206
2,152,1,125,4,23,262
2,160,1,150,2,9,6
2,14,2,60,3,4,316
2,14,1,200,2,1,6
2,92,2,77,2,15,12
3,120,2,260,2,0,23
3,128,1,200,6,0,176
3,95,1,199,2,0,71
3,210,1,250,3,5,255
4,69,1,60,1,23,144
2,21,2,48,1,2,169
3,95,1,110,4,20,227
2,81,3,200,1,0,9
3,62,1,102,1,0,11
2,215,1,140,2,19,216
2,29,1,120,2,8,1
3,202,1,16,2,21,9
2,14,1,250,3,22,314
2,61,2,50,1,8,89
2,14,1,150,2,33,80
4,5,1,135,2,19,310
4,167,2,75,1,11,68
3,74,2,125,1,13,132
4,151,2,60,2,35,205
2,14,2,89,2,1,365
2,52,1,140,2,1,87
2,14,2,70,3,12,189
2,29,2,130,2,6,356
2,29,2,60,1,4,220
2,14,2,200,1,13,23
3,95,2,55,5,2,24
2,29,2,75,2,1,88
3,36,1,125,4,31,7
2,191,2,50,3,0,158
2,29,2,40,4,0,36
3,96,3,55,1,0,2
4,164,3,110,1,5,56
3,36,1,105,2,15,160
2,14,1,80,2,35,36
2,61,1,125,3,15,227
2,29,2,60,1,9,81
2,215,2,75,2,10,177
2,14,1,150,1,3,312
4,60,1,239,3,12,266
2,92,1,122,5,3,189
3,120,1,170,5,1,4
2,29,2,50,1,0,19
2,160,1,69,3,16,6
2,29,2,64,3,1,178
4,5,1,190,5,1,55
1,201,2,40,3,26,365
2,14,1,225,4,5,365
2,20,1,160,5,10,8
3,203,2,175,2,0,66
3,128,2,70,3,6,233
4,190,2,65,2,0,341
2,29,2,90,5,7,133
2,82,2,68,5,2,55
3,203,1,195,6,11,200
4,186,2,125,1,0,179
3,96,1,170,1,5,26
3,120,2,80,1,0,323
2,82,2,65,3,19,337
2,52,1,150,3,36,332
3,95,1,110,1,0,180
2,215,2,67,2,9,345
2,183,1,111,2,6,12
4,78,1,98,1,34,55
3,93,2,99,2,21,268
2,52,2,90,2,24,30
2,8,1,200,2,5,161
2,20,2,250,5,0,50
2,29,2,65,1,8,3
4,69,2,75,1,1,364
2,64,2,65,3,2,179
1,134,2,80,1,0,365
3,95,2,95,1,4,270
3,203,2,85,2,26,16
3,95,2,69,2,15,116
2,29,2,100,3,26,170
3,96,1,100,1,0,4
3,95,2,86,3,1,310
3,210,1,190,1,25,158
3,116,3,100,1,20,354
3,65,2,169,4,29,220
3,207,1,90,4,0,83
2,29,2,60,3,1,72
4,5,3,36,1,10,313
2,215,2,75,2,2,188
4,124,2,40,1,0,156
3,203,1,150,1,24,27
5,187,1,150,1,23,336
2,19,2,100,5,0,89
2,54,1,219,3,16,332
2,215,1,150,2,4,12
4,5,2,50,3,1,341
3,74,2,139,3,15,338
3,95,2,100,2,15,326
2,29,1,100,1,3,4
2,215,1,175,2,0,81
3,120,1,200,4,16,56
2,14,1,165,3,0,152
2,215,1,200,5,5,35
2,14,1,130,3,18,1
3,35,2,85,1,23,362
2,215,2,66,1,4,36
2,29,2,59,1,12,358
3,203,1,150,5,0,74
2,14,2,50,3,0,25
2,215,2,90,2,18,280
4,165,2,65,1,17,157
3,95,3,65,1,1,365
3,36,1,200,2,5,298
3,202,2,125,1,16,80
2,160,1,200,2,4,11
2,81,1,115,2,4,95
3,120,2,75,4,9,34
2,29,2,49,4,4,8
4,164,1,75,1,2,1
2,29,1,225,2,0,85
4,161,1,60,3,25,143
4,80,2,70,1,34,93
2,31,1,80,3,15,365
3,202,1,199,3,10,365
3,210,1,120,5,17,28
2,14,2,79,2,9,136
2,14,2,55,1,2,365
3,96,1,199,3,12,17
2,29,1,135,3,7,117
3,207,1,235,1,0,338
1,97,2,10,1,0,180
3,65,2,85,1,0,15
3,95,3,45,2,15,96
4,55,2,49,2,25,4
3,35,1,249,4,0,45
3,95,1,133,4,23,5
2,129,2,80,1,0,330
2,14,2,80,3,22,96
3,96,1,200,2,22,155
4,105,2,37,2,34,126
2,29,2,60,2,36,64
3,95,2,75,1,20,192
2,215,2,200,4,9,89
2,14,2,75,1,19,289
2,159,1,128,3,13,2
3,120,1,110,5,3,1
4,106,1,250,1,0,90
3,207,1,250,3,6,46
4,221,2,83,2,0,126
2,14,1,250,1,4,10
1,148,2,58,5,0,180
3,120,1,250,1,13,213
3,146,2,120,1,9,179
2,29,1,90,2,19,53
3,36,1,150,3,7,11
3,203,2,230,1,2,252
4,172,2,55,2,12,355
3,95,2,50,2,2,321
1,79,2,55,3,0,89
4,106,2,50,1,4,337
3,202,1,150,5,21,189
2,191,1,175,2,6,18
2,215,1,175,3,9,11
3,207,1,66,1,12,5
3,95,2,209,1,1,244
3,202,2,150,5,5,267
1,79,2,47,1,2,236
2,14,1,100,3,4,6
3,74,2,160,3,24,352
2,160,1,94,4,1,7
2,14,1,110,1,20,19
2,52,1,150,3,25,64
2,14,2,40,2,24,1
2,191,2,50,2,12,41
4,221,1,189,2,10,62
3,96,2,129,1,2,363
3,93,1,150,3,33,107
4,5,1,74,5,3,52
2,14,2,65,4,36,80
4,69,3,21,1,21,260
3,95,2,40,1,22,105
4,5,2,50,4,0,38
5,47,3,30,4,1,68
4,78,2,45,1,1,83
