neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
3,203,2,61,1,1,35
3,179,2,80,5,32,336
4,57,2,45,1,12,226
2,191,1,72,3,1,21
3,95,2,85,2,26,355
2,61,2,80,3,10,341
3,95,2,65,1,3,3
4,5,2,60,2,4,177
2,61,2,66,2,6,88
4,23,2,85,5,0,177
3,65,2,144,4,20,94
5,187,2,68,2,29,57
4,5,2,60,1,19,250
4,80,2,65,1,17,188
2,29,1,175,4,1,188
3,95,2,125,3,34,178
3,96,2,99,4,6,140
4,106,2,39,1,15,164
4,161,1,99,2,15,90
3,74,1,160,4,32,39
3,128,2,198,2,9,263
1,137,1,105,1,23,6
4,5,1,250,3,3,1
3,65,1,260,3,24,26
4,106,2,80,1,19,177
3,65,2,95,2,26,1
2,14,2,45,3,4,342
4,161,2,35,4,0,363
3,95,2,50,4,20,3
4,213,1,250,2,6,311
2,61,2,75,3,11,330
1,79,1,100,2,2,26
2,27,2,49,2,6,191
2,52,1,245,4,8,5
2,215,1,150,3,8,9
3,203,1,200,2,3,2
2,29,2,85,3,3,281
2,92,1,120,4,9,10
2,61,2,47,4,21,320
3,120,1,150,3,28,1
2,61,2,47,4,27,317
3,96,3,70,1,0,15
3,128,2,252,2,3,327
2,14,2,50,5,1,6
2,21,2,170,5,16,354
4,5,2,90,5,2,83
2,215,2,60,6,3,254
3,36,1,145,4,13,68
3,120,1,200,2,3,38
2,92,2,200,2,11,179
3,120,1,139,5,12,25
2,24,1,130,3,22,134
2,14,2,65,3,15,109
2,14,2,60,2,1,365
3,95,2,100,1,9,90
4,186,2,125,1,0,179
2,109,2,36,2,13,231
3,120,1,275,2,17,171
1,206,2,35,2,16,156
2,64,2,50,1,3,179
2,14,2,250,2,0,173
2,14,2,140,1,0,173
2,61,2,50,1,20,244
2,217,1,85,3,12,5
3,36,2,120,3,35,337
3,96,2,70,3,6,225
2,29,2,150,3,2,169
2,14,2,48,4,7,2
2,52,2,125,1,32,351
2,160,1,130,4,17,110
2,14,1,130,5,7,4
2,152,1,230,3,12,354
4,55,2,60,1,3,129
2,81,2,75,3,14,35
3,95,2,89,5,34,86
2,14,1,159,3,36,2
2,52,1,165,3,2,263
2,61,2,55,4,18,82
2,29,1,97,3,6,2
3,203,1,95,1,9,70
2,31,2,100,3,2,364
3,87,1,175,5,3,65
3,36,1,180,5,11,171
2,77,2,30,2,13,292
3,65,2,100,1,33,124
3,95,2,69,2,13,112
3,95,2,69,2,10,365
2,26,1,135,3,21,15
3,146,1,250,2,0,2
2,61,2,48,2,9,4
3,104,1,87,2,5,20
3,131,2,85,3,13,61
2,29,2,60,5,6,13
3,202,2,89,3,9,18
2,75,2,50,2,10,178
2,215,2,76,1,9,310
2,61,2,47,1,4,63
4,165,2,55,2,10,6
4,164,2,75,3,20,48
2,14,1,160,3,20,136
4,5,2,45,5,20,16
3,36,1,145,4,13,86
4,186,1,246,2,3,359
3,65,1,99,1,33,269
3,95,2,69,2,2,365
3,95,1,150,5,14,16
3,207,2,50,4,22,42
3,95,2,69,2,15,116
3,95,2,100,6,21,87
3,62,2,88,2,34,86
3,122,2,65,2,5,112
2,14,1,250,1,3,51
3,210,1,269,4,10,10
3,95,2,70,1,36,169
3,36,1,250,2,9,41
4,5,2,99,3,1,328
4,106,2,55,1,5,155
1,40,2,40,3,10,156
4,5,2,80,2,26,364
3,95,1,183,2,3,37
2,77,1,100,3,17,89
2,29,2,59,3,29,63
1,201,2,45,3,12,365
4,218,2,49,2,8,96
2,20,1,275,1,7,129
2,52,2,70,5,11,278
3,95,2,53,3,5,89
1,39,2,60,4,30,179
2,52,2,65,4,17,303
2,215,1,90,2,13,6
4,78,1,111,3,22,96
4,55,1,95,3,6,15
3,203,1,150,1,24,27
1,206,2,59,1,11,35
2,31,2,75,2,19,331
2,24,1,137,2,2,350
4,99,2,125,3,0,363
4,80,2,45,5,18,80
3,95,1,164,2,11,18
2,215,2,60,2,3,1
2,77,1,130,2,35,357
4,60,2,150,2,0,83
2,109,1,99,2,32,153
4,60,2,45,4,17,314
2,215,1,250,2,3,184
4,60,2,60,1,0,359
4,190,2,78,2,20,365
2,215,2,150,2,0,36
2,14,2,60,1,21,82
4,118,2,35,1,16,95
2,152,1,225,3,12,47
3,95,1,125,4,9,245
2,215,1,200,1,17,87
2,215,1,155,2,6,4
3,138,1,210,2,14,13
3,62,1,150,5,31,24
3,96,1,260,2,21,222
2,215,1,90,2,5,157
2,42,1,250,5,6,354
2,130,1,250,1,5,360
2,42,1,225,4,29,43
2,215,2,85,3,15,19
2,191,2,79,1,35,59
2,191,1,150,3,5,83
5,187,2,85,2,0,356
3,96,2,134,2,1,316
4,69,1,99,4,5,5
2,61,2,70,4,0,88
2,81,1,131,3,9,5
2,152,1,169,4,6,16
2,61,2,58,2,9,49
2,14,2,120,2,30,13
2,77,2,75,1,1,342
4,78,2,89,1,4,179
2,29,2,110,3,26,347
2,215,1,139,2,7,37
2,109,2,100,1,28,21
3,65,1,199,2,30,34
3,113,1,195,3,9,47
2,29,2,75,3,3,352
2,14,2,90,2,29,167
2,61,2,53,2,2,54
2,61,2,59,2,10,41
2,215,2,99,1,15,12
2,64,1,160,3,4,36
4,69,1,150,2,10,89
4,165,2,85,3,0,88
2,52,1,149,5,35,12
2,29,2,60,1,9,81
4,78,2,36,1,0,89
2,92,1,145,3,23,13
3,95,2,58,1,9,248
4,161,3,41,1,11,125
2,14,2,100,2,6,39
2,92,1,225,4,0,159
3,179,2,175,3,20,239
2,8,2,30,3,0,27
3,210,1,245,5,13,50
3,74,1,135,6,10,160
3,120,1,200,1,15,29
2,81,2,119,1,14,78
4,80,1,88,2,9,54
3,96,1,215,2,28,6
2,14,1,180,2,13,303
4,117,2,50,1,6,94
4,151,1,130,4,4,145
2,52,2,70,4,8,6
4,57,2,45,1,17,325
3,203,2,250,2,3,94
2,92,2,65,2,32,70
3,65,2,100,2,0,99
2,27,2,100,1,3,2
1,148,2,42,2,6,62
1,17,2,30,3,5,361
2,27,2,70,2,5,46
2,64,2,30,1,0,174
4,106,2,33,1,7,139
4,167,2,38,2,4,175
4,184,1,200,3,23,357
4,55,2,90,2,8,87
3,179,2,99,2,35,129
2,14,1,165,3,10,158
2,82,1,99,2,28,69
3,95,2,65,6,9,333
2,191,1,94,2,24,12
4,78,2,100,1,34,189
3,210,1,150,4,1,6
4,184,2,70,1,19,84
3,95,1,126,3,15,2
4,165,1,85,2,33,179
2,8,2,79,1,0,179
2,8,2,89,1,3,269
1,153,2,28,3,27,214
3,62,2,100,1,35,318
4,55,1,150,2,18,364
3,203,1,199,2,27,335
2,61,1,180,3,14,175
2,52,1,105,3,8,188
4,78,1,148,1,24,77
4,5,2,43,4,19,1
3,120,2,85,2,30,344
2,32,1,200,2,6,23
4,57,2,65,2,21,89
3,95,1,100,2,1,1
3,120,1,126,3,4,3
2,75,2,75,3,19,78
4,78,2,60,2,24,76
4,78,2,58,3,20,88
2,64,2,40,1,7,364
2,42,1,120,2,17,8
2,14,2,120,3,22,357
3,120,2,80,3,23,28
4,78,2,200,2,12,35
2,64,2,45,1,6,333
2,31,2,65,1,2,365
4,85,2,43,1,9,301
2,14,1,225,3,12,72
3,35,1,165,2,11,2
4,106,2,50,1,7,155
3,35,2,149,2,19,274
3,170,2,85,3,34,195
2,52,2,75,1,34,35
3,95,2,50,5,8,188
3,145,1,250,2,22,89
4,78,2,45,2,24,57
2,215,2,78,2,3,73
3,65,2,110,4,23,93
4,106,2,135,1,0,365
4,5,2,95,1,0,177
2,129,2,65,3,3,364
4,106,2,135,1,1,365
4,106,2,135,1,2,365
4,118,2,125,2,21,128
3,96,2,160,2,30,162
1,17,2,35,3,7,357
2,29,2,40,2,23,8
4,167,1,135,5,36,325
3,62,1,120,5,20,341
5,115,1,115,2,29,71
3,128,2,231,2,12,165
2,29,2,95,1,1,89
4,124,1,89,3,27,143
3,202,1,155,2,22,7
1,132,2,77,2,36,5
3,93,1,250,4,4,43
2,86,1,130,1,10,46
3,74,2,250,3,1,365
4,16,2,55,1,28,359
3,95,2,160,3,10,236
2,64,1,85,2,3,151
4,78,2,40,2,29,314
2,61,1,150,1,6,44
2,75,2,40,2,9,71
4,55,2,40,2,1,363
2,14,2,130,2,20,64
4,106,2,68,1,14,13
3,120,2,150,2,32,76
2,61,2,43,4,1,312
2,14,1,265,4,16,144
4,5,2,180,6,0,83
2,64,2,52,2,3,89
3,203,1,250,3,4,3
2,31,1,160,2,1,191
3,62,2,70,4,23,80
2,31,2,80,3,1,364
2,14,1,185,3,19,363
4,23,2,135,1,0,355
4,106,2,165,1,0,362
4,106,2,165,1,0,360
4,106,2,165,1,0,355
4,23,2,165,1,2,355
4,23,2,135,1,3,319
4,23,2,135,1,0,309
1,17,2,29,3,9,322
4,118,3,40,4,22,90
2,52,1,85,1,1,99
2,44,1,200,3,32,36
4,186,1,250,2,25,204
4,78,2,40,3,3,66
4,51,3,37,1,6,361
2,215,2,90,2,5,310
2,215,1,140,2,11,214
4,118,3,48,2,21,90
3,93,2,125,3,7,63
3,36,1,188,3,6,364
2,64,2,75,2,0,88
3,104,2,85,1,0,317
4,78,2,200,1,8,365
2,14,2,60,3,0,89
2,215,2,200,5,23,42
1,49,2,80,1,0,88
4,78,2,80,2,36,122
4,165,2,83,2,16,42
2,215,2,65,2,24,53
2,14,1,69,4,7,5
3,179,1,170,2,17,6
1,17,2,29,4,5,360
2,14,1,120,2,26,22
2,160,2,100,2,24,358
2,160,2,70,2,32,358
1,180,2,49,2,25,184
2,14,2,70,2,7,49
2,183,1,130,6,4,5
2,14,1,160,2,0,171
4,161,2,35,3,8,38
3,96,2,91,1,32,181
4,118,3,45,5,16,88
2,14,1,180,4,31,339
4,5,1,250,3,1,180
4,126,1,250,2,4,364
3,202,1,199,3,1,17
2,215,2,128,1,1,144
2,152,1,165,6,5,73
2,14,1,90,1,17,158
2,29,1,154,3,26,341
1,40,2,40,3,5,365
1,135,1,125,3,32,6
2,29,2,80,1,34,207
2,52,1,150,1,29,135
3,120,1,175,2,16,2
3,96,2,143,3,18,365
2,29,2,80,1,34,12
3,202,1,233,6,15,154
3,202,2,75,3,11,62
2,52,1,109,2,22,1
3,95,1,210,5,2,88
3,62,1,180,2,3,41
2,163,2,69,1,32,86
3,96,2,150,1,9,88
3,131,1,125,3,16,25
3,35,1,180,3,6,20
2,29,2,35,2,22,29
2,29,2,25,2,35,3
4,184,2,90,1,2,84
3,65,1,145,3,27,7
4,57,2,40,1,9,252
2,29,2,75,3,2,365
3,95,1,150,1,21,2
3,95,1,175,3,33,1
2,64,1,75,2,27,151
2,215,2,58,2,11,88
1,125,2,60,3,0,90
2,14,2,25,1,4,34
4,80,1,70,1,29,225
2,31,2,65,4,8,37
5,162,2,55,2,4,355
2,14,1,90,3,36,253
4,80,2,70,1,34,93
2,215,1,80,2,18,12
2,152,1,129,3,7,12
3,36,1,110,2,34,15
3,35,1,250,2,8,253
3,95,2,67,1,27,160
2,215,2,75,2,6,307
2,215,1,165,3,32,10
2,29,3,42,2,13,365
3,87,1,140,2,20,29
4,78,2,85,1,12,171
3,207,2,75,1,3,56
2,52,2,150,2,16,66
2,152,2,60,3,22,6
2,215,1,125,4,11,11
5,3,2,32,4,26,315
3,95,2,80,3,33,39
3,146,1,200,5,7,1
3,203,2,150,2,27,63
2,52,2,50,2,35,174
3,138,3,150,3,17,14
3,96,1,230,2,21,120
2,215,2,90,4,11,117
2,53,2,89,1,23,74
2,14,2,50,2,15,4
2,92,1,100,2,13,1
2,29,2,51,1,19,175
4,78,2,65,2,4,364
3,104,1,110,4,15,19
2,75,2,65,2,13,310
2,14,2,50,2,12,10
2,215,1,107,4,17,9
2,14,1,150,2,21,48
3,62,2,130,4,31,8
2,215,2,125,3,1,2
4,78,2,55,1,34,78
4,78,2,85,1,5,85
3,65,2,80,1,10,97
4,165,1,40,2,30,44
1,153,2,50,2,10,283
4,151,2,75,3,1,83
2,52,1,66,2,18,44
2,29,2,65,1,35,52
2,14,2,70,3,12,189
4,221,2,40,1,22,332
5,195,2,30,3,13,176
3,203,1,199,5,12,12
2,8,2,100,1,3,179
2,14,1,265,4,22,309
3,95,2,80,2,33,65
2,14,2,64,2,30,94
2,217,1,149,2,17,1
3,96,1,200,2,9,140
3,179,2,169,3,31,69
2,92,3,38,1,32,346
2,29,2,32,3,25,90
2,205,2,100,3,2,96
4,172,2,67,5,0,90
3,202,1,190,2,1,9
2,14,2,80,3,5,65
3,203,1,225,6,4,177
3,128,1,250,2,11,22
3,36,1,250,4,32,188
2,44,1,160,3,11,14
2,61,2,118,2,2,45
2,46,1,130,3,6,106
2,29,2,48,4,6,6
2,215,2,67,3,33,127
2,8,2,80,3,1,363
4,165,2,45,2,0,363
3,65,1,180,3,8,10
3,113,1,175,2,1,3
2,215,1,200,3,2,15
3,95,1,125,3,23,166
2,215,2,80,1,5,17
2,18,2,78,1,21,30
3,210,1,199,3,16,3
2,14,2,100,1,8,23
2,64,2,37,3,15,90
4,78,2,78,1,17,82
2,215,2,95,2,4,28
4,190,2,70,2,35,306
2,215,1,150,2,6,13
2,92,1,200,3,30,101
2,52,1,90,2,31,45
2,75,1,95,2,27,167
2,215,2,100,4,4,107
2,29,2,100,3,26,170
2,75,1,100,3,13,7
2,215,1,249,3,14,17
2,92,2,60,2,35,85
2,61,2,70,2,13,264
2,52,2,60,1,19,85
2,52,1,59,4,34,49
2,215,2,60,3,30,42
2,42,1,160,4,6,15
2,92,1,105,4,4,3
2,14,1,80,3,8,229
2,215,1,220,5,10,349
2,215,1,275,4,0,5
3,120,1,125,3,25,28
3,95,1,130,3,11,89
2,109,2,67,1,29,143
4,161,2,65,1,15,349
1,206,2,70,2,5,365
2,191,2,51,1,21,130
2,191,2,55,1,7,140
2,61,2,45,1,15,269
2,215,2,140,1,12,156
3,179,1,225,2,9,6
2,64,2,30,3,28,90
3,179,1,187,2,7,4
2,64,2,45,3,29,90
3,95,2,97,2,5,365
2,27,2,49,3,30,62
3,207,1,120,2,1,210
4,55,1,83,5,13,365
2,92,3,35,3,15,301
2,92,3,35,2,16,274
3,65,2,95,3,36,9
2,152,1,200,5,1,31
3,95,1,225,3,2,1
4,190,1,100,3,35,2
2,14,2,150,3,2,364
4,51,2,50,1,4,95
3,113,1,165,3,2,2
3,65,1,159,6,6,12
2,18,2,65,2,30,305
2,92,2,110,2,21,336
2,18,2,70,2,15,236
2,18,2,70,2,24,315
3,65,2,135,3,32,76
3,120,2,129,5,3,153
1,153,2,35,1,14,1
2,82,1,130,4,4,324
2,75,1,95,3,24,277
2,75,2,40,5,12,67
2,31,2,40,4,4,37
2,29,2,60,4,16,42
2,14,2,80,3,2,5
2,14,2,80,3,3,88
2,52,2,60,3,4,302
3,104,1,70,1,4,3
2,14,2,40,1,13,184
3,62,2,120,1,3,179
2,215,1,175,2,0,35
4,78,2,48,4,14,171
4,100,2,55,2,0,363
2,86,2,129,1,7,364
2,86,2,119,1,9,364
2,52,2,70,3,0,115
4,55,1,95,3,8,3
2,159,1,125,2,14,9
2,29,2,53,2,19,177
2,29,3,43,3,32,104
2,152,1,200,3,27,336
3,35,2,200,3,0,158
2,215,2,61,1,25,7
3,202,1,130,5,6,7
4,4,1,200,2,18,202
3,128,1,200,2,29,18
3,207,1,130,3,25,155
3,35,1,150,3,9,13
2,191,1,259,2,25,355
3,120,1,250,2,5,4
3,120,2,71,1,5,17
2,176,2,250,2,0,178
2,29,2,75,2,1,88
2,215,2,70,2,16,3
3,74,1,200,1,13,1
3,116,1,160,1,22,23
2,92,1,135,2,7,2
3,202,1,200,4,3,3
2,42,1,115,3,4,2
3,128,2,90,1,0,221
3,128,2,90,1,2,217
3,96,1,170,3,26,1
2,75,2,55,2,3,65
3,35,2,12,3,8,37
1,155,2,40,2,17,17
2,24,1,119,1,19,135
2,86,2,119,1,14,363
2,86,2,119,1,20,354
2,86,2,119,1,11,364
2,86,2,119,1,19,355
2,86,2,119,1,26,363
3,96,1,85,3,28,66
2,14,1,160,3,32,3
2,92,1,150,2,15,1
2,92,1,99,2,12,64
4,78,2,38,5,34,353
3,95,1,250,3,18,20
2,86,2,129,1,13,361
2,86,2,129,1,32,363
2,86,2,129,1,9,338
2,86,2,129,1,28,362
3,96,1,175,4,12,107
3,207,2,20,1,21,291
3,210,1,275,2,4,51
3,210,1,220,4,11,189
2,14,2,50,3,6,363
4,69,2,30,1,15,249
4,5,1,125,3,10,64
2,21,2,50,3,2,90
4,55,2,75,2,1,89
4,165,2,75,1,25,48
3,96,1,160,5,5,1
4,106,2,45,4,12,291
2,8,2,79,4,12,175
2,86,2,139,1,6,358
1,112,2,69,1,31,365
3,128,1,210,3,21,209
2,29,1,60,2,20,6
2,86,2,139,1,10,364
3,95,2,150,3,0,89
2,8,2,79,4,27,176
5,162,2,27,1,21,287
3,87,1,150,2,21,1
2,42,1,110,3,15,3
2,14,1,196,5,4,3
3,145,1,274,4,4,7
2,86,2,169,1,12,364
2,61,1,150,4,35,105
2,53,3,49,2,32,5
2,215,1,199,2,19,297
2,130,1,85,3,25,139
2,92,1,159,3,32,56
3,203,1,135,5,1,145
4,167,2,65,3,1,125
2,61,1,85,2,23,149
3,95,2,54,2,6,5
3,95,1,73,4,11,6
4,69,2,50,1,16,49
2,42,1,150,3,14,84
2,29,2,51,1,19,177
2,29,2,60,1,25,177
2,215,1,150,1,16,334
2,44,1,200,2,1,1
3,128,1,145,5,16,173
2,14,2,75,4,5,132
2,52,1,120,6,0,5
3,128,1,90,6,6,31
3,203,1,110,2,33,6
1,137,2,39,1,33,8
2,44,2,105,3,14,173
3,203,1,125,5,5,7
2,52,3,29,2,4,1
4,78,2,80,2,0,3
4,78,2,98,2,1,3
4,78,2,120,2,1,6
4,69,3,41,1,9,27
3,62,1,200,5,7,9
2,52,2,47,3,0,125
2,32,2,130,2,2,179
2,18,2,35,3,1,61
3,207,2,65,3,21,1
2,215,1,148,2,11,64
2,92,2,80,5,19,95
4,78,2,45,1,9,328
2,215,2,57,2,27,80
3,65,1,250,4,17,5
2,14,2,75,2,7,11
1,112,2,55,1,14,127
3,95,2,49,3,19,211
2,215,1,129,5,19,295
2,52,2,45,1,0,88
2,14,2,65,2,22,289
2,191,1,150,3,5,3
3,207,1,200,5,3,30
3,203,2,100,4,1,341
4,184,2,50,2,23,348
2,75,1,22,2,35,312
2,52,1,225,1,16,1
2,160,1,100,2,2,95
4,5,2,29,5,11,156
3,62,2,99,4,16,130
4,51,3,45,1,8,347
3,203,1,150,3,20,36
5,162,1,149,2,3,354
3,62,1,210,6,31,276
3,207,1,150,2,30,109
3,203,2,250,6,1,55
4,165,1,125,2,31,62
2,215,1,160,5,15,83
3,62,1,150,1,14,353
2,21,2,56,1,12,348
2,29,1,127,3,9,34
2,21,2,56,1,12,333
3,202,1,200,6,4,5
2,75,1,125,2,31,24
3,203,1,195,3,20,217
2,191,1,180,2,19,15
3,62,1,200,6,32,251
2,215,1,90,4,11,3
2,64,2,125,1,12,89
2,6,2,33,6,29,32
2,92,3,40,2,7,299
2,75,2,60,2,0,173
3,128,1,130,4,33,354
3,65,1,90,5,21,83
2,29,1,89,2,3,25
2,52,2,85,2,34,127
2,21,2,56,1,12,321
3,95,1,90,3,32,1
4,60,2,100,2,23,95
2,52,2,25,4,7,174
2,52,1,120,3,3,89
2,215,1,120,6,3,1
4,110,1,80,2,1,340
4,124,2,59,2,13,35
3,35,1,229,3,2,206
4,106,2,50,1,36,359
3,95,2,67,2,8,3
2,81,1,125,4,7,16
2,215,1,189,2,21,70
4,164,1,135,1,27,365
3,207,2,50,1,14,63
3,207,1,110,2,3,12
2,21,1,149,2,27,308
3,65,1,90,4,4,5
4,118,2,40,1,32,123
2,14,2,98,1,26,73
2,29,1,100,2,4,9
2,19,2,100,5,0,89
2,14,2,50,1,24,354
3,65,1,250,2,29,38
3,95,1,80,6,2,31
3,96,2,105,1,2,89
2,29,1,89,3,21,30
3,76,1,221,5,7,1
2,191,2,100,2,1,365
2,14,2,275,2,17,72
2,215,2,65,2,31,282
3,95,1,135,3,21,75
2,75,1,90,2,13,5
4,106,3,19,1,26,138
4,190,2,50,2,2,179
3,192,1,151,2,18,72
2,29,2,72,5,23,112
1,79,2,30,2,2,90
4,164,1,81,4,6,6
3,65,1,115,2,14,3
3,96,2,65,1,28,107
3,207,2,50,4,21,34
3,62,2,43,1,13,6
3,95,2,85,2,15,75
4,118,2,150,2,17,72
5,187,2,75,2,10,207
2,215,2,150,5,3,179
3,131,2,200,3,30,1
2,14,1,100,1,25,108
3,116,2,70,5,3,42
4,80,2,83,1,25,361
2,64,1,169,2,23,196
4,69,2,50,2,2,365
2,29,2,55,1,19,74
2,14,2,65,2,23,319
4,78,2,79,2,14,320
2,215,2,85,1,13,11
2,27,1,100,4,29,281
2,159,2,70,5,18,8
1,148,2,200,3,0,83
4,164,2,100,1,0,83
3,96,2,65,1,4,153
2,215,1,125,3,17,14
2,29,2,100,2,0,89
3,87,1,249,3,8,175
3,95,2,150,1,28,68
2,14,2,55,3,15,66
4,124,2,45,5,12,320
2,29,2,49,1,26,115
2,92,2,95,3,2,23
2,92,2,100,1,5,163
4,190,1,80,1,3,1
3,202,1,200,2,8,3
2,29,2,45,3,10,322
2,29,2,67,2,27,359
4,106,2,59,1,21,348
2,92,2,121,1,8,91
2,14,1,104,2,31,166
2,215,1,135,1,24,36
3,96,2,140,4,24,355
2,215,1,179,2,13,35
3,202,1,110,3,30,265
2,215,1,118,3,3,249
4,85,1,60,2,34,117
1,148,2,187,3,4,76
3,96,2,100,3,22,13
2,77,1,117,1,24,328
2,14,1,95,1,35,28
2,215,1,160,2,34,272
2,191,1,109,3,34,156
4,118,2,50,1,10,211
4,55,2,36,1,5,250
2,215,2,140,3,19,79
3,128,2,185,3,5,8
3,104,2,50,3,4,31
2,75,2,45,3,13,76
2,29,2,35,1,8,76
2,42,1,120,1,1,57
2,29,1,125,3,27,41
3,96,1,199,3,12,17
3,113,3,39,1,4,324
2,29,2,48,2,28,3
4,165,2,40,3,7,313
2,32,2,53,1,20,151
2,32,2,120,1,16,150
2,32,2,59,1,20,132
4,78,2,50,1,16,1
4,55,2,37,1,14,310
3,95,1,120,3,20,55
2,215,2,80,1,31,13
2,52,1,110,4,15,13
4,118,2,99,1,23,93
5,212,2,40,2,17,36
4,5,2,60,1,26,173
2,14,2,34,4,35,5
3,62,2,95,2,8,146
2,29,2,125,1,3,4
3,95,2,65,1,14,180
3,210,1,225,1,29,14
3,36,2,68,1,7,54
3,95,1,180,3,29,235
3,95,2,68,2,28,53
3,65,2,125,1,3,365
2,14,1,139,2,9,57
5,208,1,99,2,3,364
3,131,1,145,1,23,3
3,87,2,150,2,24,149
4,60,2,40,1,1,37
2,14,1,170,6,23,190
2,29,2,90,1,1,280
2,77,2,100,1,18,364
3,120,2,101,4,4,2
2,29,2,79,3,22,125
2,29,2,69,2,22,139
3,202,1,140,2,4,354
2,191,2,35,1,27,35
3,202,1,140,1,25,330
3,104,1,125,2,32,19
3,65,1,100,2,0,22
4,161,2,120,3,0,83
3,95,1,95,3,3,78
2,92,2,75,1,16,280
3,62,2,50,1,13,365
3,62,1,100,1,8,12
2,14,2,50,1,14,306
4,30,2,50,5,0,96
2,215,2,80,3,1,84
3,96,2,65,3,15,31
2,14,1,111,6,2,43
2,64,2,35,3,18,79
2,61,2,90,1,10,365
2,215,2,44,6,4,5
3,203,2,30,1,6,9
2,61,2,75,2,5,40
2,14,2,72,1,12,358
1,79,1,80,3,26,15
2,29,2,108,3,12,112
1,79,2,40,2,15,220
3,35,2,88,1,5,158
1,112,1,145,2,14,332
2,92,2,150,3,8,27
4,12,2,69,5,11,128
2,215,1,105,5,8,8
2,29,2,69,2,16,185
4,80,2,78,1,15,178
2,14,1,179,3,30,285
3,120,1,160,1,2,159
3,95,2,35,1,0,89
2,215,2,100,1,35,17
2,191,1,185,2,14,124
3,120,1,140,3,33,11
2,14,2,58,1,11,345
3,203,1,175,3,21,42
3,104,2,125,1,0,89
2,14,2,100,2,31,358
2,31,1,120,4,31,296
2,90,2,39,3,20,324
3,207,2,38,2,23,30
3,104,1,225,4,9,364
4,161,1,45,3,27,304
2,176,2,50,3,3,189
4,190,1,200,5,19,155
2,29,2,71,5,19,140
2,29,2,38,1,33,1
2,215,2,70,2,11,3
2,14,2,69,2,21,28
3,128,1,165,2,4,188
3,202,2,90,2,12,2
2,31,2,55,2,32,76
3,95,1,95,4,34,56
3,35,2,150,3,1,364
2,14,2,55,2,9,319
2,24,2,76,3,23,153
3,62,1,175,4,8,160
2,14,1,150,3,27,319
3,202,2,175,2,0,88
2,20,1,160,4,4,14
2,31,2,55,2,20,177
2,31,1,90,5,23,293
2,8,1,110,2,34,96
2,14,1,119,5,25,77
2,14,2,85,3,11,13
2,53,2,68,2,10,365
3,95,1,90,4,5,7
3,95,2,90,2,30,331
5,2,1,75,1,20,6
2,160,1,130,3,36,132
2,215,2,100,3,19,172
4,5,2,80,3,22,188
3,62,1,100,1,4,22
3,74,2,120,2,11,58
2,52,1,175,5,4,98
2,31,1,95,3,4,108
2,14,2,40,1,4,84
2,14,1,79,1,8,21
3,104,2,40,3,33,18
3,95,3,85,1,1,90
2,14,2,35,1,5,59
4,106,2,130,1,4,365
2,217,2,45,2,26,74
3,87,1,200,2,20,20
1,135,1,150,1,9,168
4,78,2,140,2,14,57
3,35,1,220,1,9,13
2,215,2,30,3,32,36
4,167,2,90,1,4,1
2,159,2,69,4,16,300
1,148,2,50,5,4,324
3,95,2,69,2,4,180
3,95,2,69,1,4,365
3,95,2,65,1,3,364
2,160,1,150,3,1,363
2,160,1,110,5,28,347
4,78,2,98,1,26,215
2,215,2,175,3,0,365
3,95,2,69,1,1,364
3,104,2,55,1,28,175
3,95,2,65,1,0,364
3,95,2,65,1,1,364
2,61,2,68,1,18,152
3,203,2,120,1,14,360
2,20,1,150,2,19,1
2,14,2,50,3,20,178
3,62,2,69,3,17,77
2,92,2,46,3,7,285
3,65,1,150,2,3,6
2,29,2,55,1,36,26
2,92,2,58,3,9,25
2,92,2,58,3,11,14
4,5,3,32,2,28,16
2,52,2,50,3,1,18
2,61,2,80,1,1,179
2,29,2,38,2,13,141
2,215,1,195,6,6,14
3,202,1,199,5,6,11
3,65,2,90,5,11,5
4,190,1,78,4,26,50
2,64,1,169,3,22,189
2,52,2,60,1,19,362
4,80,2,72,1,5,35
2,29,2,50,6,3,13
3,202,3,75,1,30,8
3,35,2,84,4,14,13
3,128,1,220,3,36,331
3,62,1,130,3,3,128
2,176,2,50,2,13,71
3,96,2,110,2,13,23
4,80,2,45,5,3,355
2,14,1,140,4,19,76
2,191,2,150,1,0,90
4,5,1,175,1,21,85
4,60,2,55,2,11,179
3,120,2,160,4,23,102
4,5,2,100,1,13,172
3,96,2,90,2,12,338
2,215,1,200,3,19,4
2,86,2,169,1,2,115
4,57,2,65,2,29,240
2,75,2,65,3,22,89
3,65,1,148,4,20,121
2,14,1,150,1,14,307
3,202,1,100,3,16,20
3,95,1,120,4,21,128
1,154,1,119,3,28,351
3,128,2,145,2,29,74
2,215,1,104,1,27,84
2,191,2,39,1,14,127
2,52,1,178,2,19,257
2,29,2,45,1,0,249
2,29,2,55,1,4,179
4,60,2,80,2,1,219
4,118,2,68,1,23,298
2,215,1,140,2,18,36
2,27,1,65,2,23,20
2,14,1,140,3,30,122
4,69,2,31,3,21,111
2,61,2,80,5,2,89
3,65,1,150,2,20,2
4,165,2,75,2,1,48
4,165,2,83,1,9,48
3,202,1,135,4,3,60
2,52,2,55,2,34,341
3,120,1,150,2,10,6
2,14,2,99,3,16,360
2,14,2,109,3,19,360
2,215,2,40,4,5,61
3,202,1,225,2,12,363
2,29,2,70,2,29,16
